domain,iteration,r_squared,adj_r_squared
What,0,0.2524677481239921,0.21270539430080027
What,1,0.34760006044733194,0.31289793600304117
What,2,0.28918739085800294,0.2513782095206627
What,3,0.41531312855825775,0.38421276305603747
What,4,0.4910256637429392,0.46395256075054236
What,5,0.2948806116236994,0.25737426117815154
What,6,0.43865523209367496,0.40879646784333856
What,7,0.26266653726483324,0.22344667222572867
What,8,0.29452994390402887,0.25700494092020065
What,9,0.47162094758016926,0.44351567883443366
What,10,0.357003028658182,0.3228010620974471
What,11,0.331051707847252,0.29546935188168033
What,12,0.2309347965795152,0.19002707299331933
What,13,0.32844082532518515,0.29271959262971636
What,14,0.38288097980173386,0.3500555000039538
What,15,0.38177391385973614,0.3488895475756796
What,16,0.39501563897250624,0.3628356197689162
What,17,0.37770515710222774,0.3446043675863888
What,18,0.31982294993025295,0.2836433196073941
What,19,0.4000813870647032,0.3681708225468683
What,20,0.3272741464965653,0.29149085641659545
What,21,0.37056437273433684,0.33708375426275905
What,22,0.2723219714743782,0.23361569336131327
What,23,0.484407195434411,0.4569820462553904
What,24,0.21987111248038227,0.17837489505912607
What,25,0.36841738620627185,0.33482256632362684
What,26,0.5493118905553067,0.5253391187763337
What,27,0.41132699629078795,0.38001460247646823
What,28,0.29027685606523135,0.2525256250048714
What,29,0.3313275829841953,0.2957599012280355
What,30,0.33484634328403173,0.2994658296289271
What,31,0.26270139927547276,0.22348338859863626
What,32,0.3669652683041402,0.33329320810755203
What,33,0.315641852058528,0.2792398229127051
What,34,0.19261533387136864,0.1496693409921862
What,35,0.3211945877134329,0.2850879168471262
What,36,0.3434383101932409,0.30851481605458353
What,37,0.38937532377159,0.35689528780199375
What,38,0.21397697509497215,0.17216723972768355
What,39,0.423262666695856,0.3925851489669122
What,40,0.3793920355877263,0.34638097365090326
What,41,0.3296538394896924,0.29399712882425055
What,42,0.2892875096890901,0.25148365382148863
What,43,0.3511815739916194,0.31666995558691835
What,44,0.45607330347570163,0.4271410323839837
What,45,0.29155284984907337,0.2538694907984922
What,46,0.3871278865521737,0.3545283060496298
What,47,0.5190630560412208,0.49348130370298793
What,48,0.4961575165968449,0.46935738450093245
What,49,0.47991194270622306,0.4522476843395329
What,50,0.3056214058440643,0.26868637424002517
What,51,0.2743121073854963,0.23571168756557592
What,52,0.5038404163485333,0.4774489491330298
What,53,0.3099974523378236,0.2732951891643036
What,54,0.47511366576438285,0.44719417990078625
What,55,0.2879443073136585,0.2500690045111936
What,56,0.33113914944926537,0.29556144463273704
What,57,0.43593836995006396,0.40593509175591846
What,58,0.3194922301406642,0.2832950083396357
What,59,0.3714609203434366,0.3380279905744705
What,60,0.4068678206749151,0.3753182366682617
What,61,0.3906202280091201,0.35820641035003076
What,62,0.4860755342227919,0.4587391264686852
What,63,0.3196544654776895,0.2834658732158646
What,64,0.44148528840734225,0.4117770590673073
What,65,0.4973351301286495,0.47059763705038626
What,66,0.31324225562473484,0.2767125883707314
What,67,0.3939242199032008,0.3616861464937966
What,68,0.35576395548356976,0.32149608077524905
What,69,0.38686884740024374,0.35425548821940567
What,70,0.44093377407905376,0.4111962088704928
What,71,0.4006932068092707,0.3688151858948703
What,72,0.34982643045381034,0.3152427299460343
What,73,0.29991668673855765,0.26267821262890656
What,74,0.4069032874333385,0.3753555899563884
What,75,0.3293522057666033,0.29367945075418866
What,76,0.36075377351550664,0.32675131465994856
What,77,0.2599907469453764,0.2206285526339603
What,78,0.3432024899389814,0.3082664521697783
What,79,0.34667262444637625,0.311921168299907
What,80,0.39632807917041246,0.36421787061564725
What,81,0.2993224751206458,0.2620523940100419
What,82,0.24112456363989676,0.20075884893989138
What,83,0.49214008982484503,0.4651262648155283
What,84,0.3633892112204188,0.329526935221505
What,85,0.41522366679374656,0.38411854268703105
What,86,0.42877845361636924,0.3983943288087294
What,87,0.36150750081954364,0.3275451338418598
What,88,0.2878962986466028,0.25001844219163494
What,89,0.5149433552803443,0.4891424699229159
What,90,0.2635026283472177,0.2243272362380272
What,91,0.2955609507576953,0.25809078856395573
What,92,0.2715693294160174,0.23282301715091203
What,93,0.3702685360550225,0.3367721815898642
What,94,0.30683890499247135,0.26996863398143267
What,95,0.3693551493620947,0.33581021049837634
What,96,0.423010232421952,0.39231928733801336
What,97,0.3192913655131896,0.2830834594234657
What,98,0.4515116491125819,0.4223367368313363
What,99,0.2974330726599923,0.2600624914185026
What,100,0.2884650106163622,0.2506174047980837
What,101,0.2835260505898254,0.24541573413183748
What,102,0.3742856268520076,0.3410029474292421
What,103,0.4067091634340376,0.3751511402124439
What,104,0.3513457842686707,0.31684290045317454
What,105,0.21564190093472868,0.17392072545253345
What,106,0.4114556825149187,0.3801501337125208
What,107,0.32489935483337906,0.2889897460479206
What,108,0.2700486053541915,0.23122140351132947
What,109,0.30216884196220095,0.2650501633431691
What,110,0.24334564054736707,0.20309806823605692
What,111,0.3394577274866344,0.3043225002252852
What,112,0.3705143358349752,0.3370310558261973
What,113,0.3025704516034041,0.2654731351993299
What,114,0.3376955074974458,0.3024665451302887
What,115,0.26822962210414036,0.2293056658330841
What,116,0.35779927051095506,0.3236396572402612
What,117,0.34944013000234586,0.3148358815982154
What,118,0.3408740778529368,0.30581418837702923
What,119,0.3470871335895831,0.312357725801795
What,120,0.34171642835680727,0.3067013447587652
What,121,0.37198717811663806,0.3385822407824167
What,122,0.3872971625945969,0.3547065861368628
What,123,0.261222023302345,0.22192532241417195
What,124,0.22259294850750166,0.1812415095983263
What,125,0.3512841092371285,0.3167779448348481
What,126,0.4288678806891425,0.39848851264069274
What,127,0.4381275758366997,0.4082407447641838
What,128,0.30129803222327933,0.2641330339372836
What,129,0.3996971392382834,0.3677661360062773
What,130,0.2934449858299264,0.2558622723102417
What,131,0.2278963348499764,0.18682699095901778
What,132,0.33660022704280634,0.3013130050769982
What,133,0.24869685026687205,0.20873391677042918
What,134,0.299925444632675,0.2626874363684557
What,135,0.38797136950095534,0.35541665511270837
What,136,0.33030296561376893,0.2946807829336503
What,137,0.45678937386750973,0.42789519162641987
What,138,0.25899797762149823,0.21958297643115243
What,139,0.4399112793337081,0.4101193261067777
What,140,0.25296160819145097,0.2132255235207835
What,141,0.18480555512637997,0.1414441484841662
What,142,0.2992289234348091,0.26195386617070326
What,143,0.2787874222012451,0.24042505104173695
What,144,0.25995476113128957,0.22059065268082634
What,145,0.2642159688257376,0.22507852035902154
What,146,0.3699136008902063,0.3363983668950046
What,147,0.4484107531502525,0.4190708995944149
What,148,0.41992428187371333,0.38906919048401734
What,149,0.46302172841321165,0.4344590543926379
What,150,0.49139377335784573,0.4643402506641142
What,151,0.24720666392511093,0.20716446519772325
What,152,0.23869114685397663,0.19819599509089036
What,153,0.37682684749057405,0.3436793393783706
What,154,0.3049994892987886,0.2680313770274476
What,155,0.2572626657421633,0.2177553607284486
What,156,0.314844078128666,0.2783996141993398
What,157,0.27266038480698085,0.23397210740309693
What,158,0.3317036749230652,0.2961559980572709
What,159,0.5118228236590637,0.4858559525770991
What,160,0.49511854216399076,0.468263145470586
What,161,0.27888945287204514,0.2405325088758774
What,162,0.3198993854300243,0.2837238208252384
What,163,0.5045517109417267,0.47819807854501006
What,164,0.3747421388561104,0.3414837419867547
What,165,0.3867851393275751,0.35416732758968017
What,166,0.37093923562353337,0.3374785566673384
What,167,0.22808228054481927,0.1870228273823097
What,168,0.2285292287280063,0.18749354940502794
What,169,0.2565636437408555,0.21701915670579464
What,170,0.32959121924554535,0.29393117771605315
What,171,0.21836413055030324,0.17678775451574502
What,172,0.38282302155766046,0.3499944588745574
What,173,0.28744418623410284,0.2495422812465552
What,174,0.36154207708798813,0.32758154927351946
What,175,0.4057800755203026,0.3741726327288294
What,176,0.41708614565118896,0.38608008956880546
What,177,0.20612822302533806,0.1639010008458348
What,178,0.35783267760603077,0.32367484130847923
What,179,0.3384068466595852,0.3032157214819037
What,180,0.3098118271221624,0.27309969026695835
What,181,0.38710894306904553,0.35450835493442034
What,182,0.2900381447355934,0.25227421626408253
What,183,0.37574206909071384,0.34253685999979444
What,184,0.31184855996363536,0.27524475996170117
What,185,0.198989488259946,0.15638254614611347
What,186,0.22809348649674055,0.18703462939550342
What,187,0.2316464353444001,0.19077656488399597
What,188,0.3577278631402867,0.32356445160519565
What,189,0.2865944094933296,0.24864730361531528
What,190,0.2837938603080936,0.24569778904788586
What,191,0.3422497804543917,0.30726306664877434
What,192,0.3778470428881372,0.3447538004885701
What,193,0.3438467190088055,0.30894494874331646
What,194,0.34347506717439025,0.3085535281943047
