composite_ID,UID,Test,Item,Response,paradigm,Difficulty,Difficulty_c,TSVR_hours,Time
A010_1,A010,1,TQ_ICR-D-i1,1.0,ICR,0.9466957449913024,0.7711299762957625,1.0,1.0
A010_1,A010,1,TQ_ICR-D-i2,1.0,ICR,1.5960298776626587,1.4204641089671188,1.0,1.0
A010_1,A010,1,TQ_ICR-D-i3,1.0,ICR,0.906838357448578,0.7312725887530381,1.0,1.0
A010_1,A010,1,TQ_ICR-D-i4,1.0,ICR,1.6690839529037476,1.4935181842082077,1.0,1.0
A010_1,A010,1,TQ_ICR-D-i5,1.0,ICR,2.818011522293091,2.642445753597551,1.0,1.0
A010_1,A010,1,TQ_ICR-D-i6,1.0,ICR,1.130353569984436,0.9547878012888962,1.0,1.0
A010_1,A010,1,TQ_ICR-N-i1,1.0,ICR,-1.847718358039856,-2.023284126735396,1.0,1.0
A010_1,A010,1,TQ_ICR-N-i2,1.0,ICR,-2.925903558731079,-3.101469327426619,1.0,1.0
A010_1,A010,1,TQ_ICR-N-i4,1.0,ICR,-2.415634632110596,-2.591200400806136,1.0,1.0
A010_1,A010,1,TQ_ICR-N-i5,1.0,ICR,-1.862972497940064,-2.038538266635604,1.0,1.0
A010_1,A010,1,TQ_ICR-N-i6,1.0,ICR,-2.218103170394897,-2.393668939090437,1.0,1.0
A010_1,A010,1,TQ_ICR-O-i1,0.5,ICR,2.9171245098114014,2.7415587411158615,1.0,1.0
A010_1,A010,1,TQ_ICR-O-i2,1.0,ICR,3.3434619903564453,3.1678962216609055,1.0,1.0
A010_1,A010,1,TQ_ICR-U-i1,1.0,ICR,-0.2534979283809662,-0.42906369707650605,1.0,1.0
A010_1,A010,1,TQ_ICR-U-i2,1.0,ICR,-0.8912675380706787,-1.0668333067662186,1.0,1.0
A010_1,A010,1,TQ_ICR-U-i3,1.0,ICR,-0.6675108671188354,-0.8430766358143753,1.0,1.0
A010_1,A010,1,TQ_ICR-U-i4,1.0,ICR,-0.8041648268699646,-0.9797305955655045,1.0,1.0
A010_1,A010,1,TQ_ICR-U-i5,1.0,ICR,-0.0956953838467598,-0.27126115254229966,1.0,1.0
A010_1,A010,1,TQ_ICR-U-i6,1.0,ICR,-0.5283944010734558,-0.7039601697689957,1.0,1.0
A010_1,A010,1,TQ_IFR-D-i2,0.0,IFR,1.9899533987045288,1.814387630008989,1.0,1.0
A010_1,A010,1,TQ_IFR-D-i3,1.0,IFR,1.3234915733337402,1.1479258046382004,1.0,1.0
A010_1,A010,1,TQ_IFR-N-i1,1.0,IFR,-0.3545286953449249,-0.5300944640404648,1.0,1.0
A010_1,A010,1,TQ_IFR-N-i2,1.0,IFR,-0.1478582173585891,-0.323423986054129,1.0,1.0
A010_1,A010,1,TQ_IFR-N-i3,1.0,IFR,-0.5190271139144897,-0.6945928826100296,1.0,1.0
A010_1,A010,1,TQ_IFR-N-i5,1.0,IFR,0.5061348080635071,0.3305690393679672,1.0,1.0
A010_1,A010,1,TQ_IFR-N-i6,0.0,IFR,0.5146506428718567,0.33908487417631683,1.0,1.0
A010_1,A010,1,TQ_IFR-U-i1,1.0,IFR,-0.0285121016204357,-0.20407787031597557,1.0,1.0
A010_1,A010,1,TQ_IFR-U-i2,1.0,IFR,-0.2085911333560943,-0.3841569020516342,1.0,1.0
A010_1,A010,1,TQ_IFR-U-i3,1.0,IFR,-0.1043908223509788,-0.2799565910465187,1.0,1.0
A010_1,A010,1,TQ_IFR-U-i5,1.0,IFR,0.3194201290607452,0.1438543603652053,1.0,1.0
A010_1,A010,1,TQ_IFR-U-i6,0.25,IFR,0.3569062054157257,0.18134043672018582,1.0,1.0
A010_1,A010,1,TQ_IRE-D-i1,1.0,IRE,0.95086407661438,0.7752983079188401,1.0,1.0
A010_1,A010,1,TQ_IRE-D-i2,1.0,IRE,1.5818769931793213,1.4063112244837814,1.0,1.0
A010_1,A010,1,TQ_IRE-D-i3,1.0,IRE,0.4939380884170532,0.31837231972151336,1.0,1.0
A010_1,A010,1,TQ_IRE-D-i4,1.0,IRE,1.799638032913208,1.6240722642176681,1.0,1.0
A010_1,A010,1,TQ_IRE-D-i5,1.0,IRE,2.0124781131744385,1.8369123444788986,1.0,1.0
A010_1,A010,1,TQ_IRE-D-i6,1.0,IRE,1.0065518617630005,0.8309860930674606,1.0,1.0
A010_1,A010,1,TQ_IRE-N-i1,1.0,IRE,-2.7610111236572266,-2.9365768923527664,1.0,1.0
A010_1,A010,1,TQ_IRE-O-i1,0.5,IRE,2.775896549224853,2.600330780529313,1.0,1.0
A010_1,A010,1,TQ_IRE-U-i1,1.0,IRE,-0.4389833807945251,-0.614549149490065,1.0,1.0
